order_datetime;origin_longitude;origin_latitude;m_order_eta;order_gk;order_status_key;is_driver_assigned_key;cancellations_time_in_seconds
11:51:38;-0.984593;51465050;478.0;3000620000000;4;1;48.0
21:46:49;-0.946734;51447946;;3000620000000;4;0;149.0
21:38:28;-0.958323;51451964;;3000620000000;4;0;253.0
17:29:52;-0.975985;51455965;;3000620000000;9;0;
16:38:12;-0.982534;51431659;;3000620000000;9;0;
15:43:23;-0.922117;51451058;;3000620000000;9;0;
14:48:25;-0.976047;51456250;;3000620000000;9;0;
18:46:29;-0.972207;51457829;418.0;3000620000000;4;1;44.0
14:34:41;-0.975543;51455736;;3000620000000;4;0;83.0
08:33:13;-0.959719;51465444;;3000620000000;9;0;
14:37:47;-0.976342;51456527;;3000620000000;9;0;
16:25:10;-0.902986;51446451;;3000620000000;9;0;
14:42:22;-0.955920;51459679;;3000620000000;4;0;143.0
08:46:11;-0.994204;51451100;;3000620000000;9;0;
09:15:20;-0.969275;51447783;;3000620000000;4;0;92.0
15:58:04;-0.970236;51455127;60.0;3000620000000;4;1;979.0
17:35:40;-0.944763;51445050;;3000620000000;9;0;
18:28:42;-0.975985;51455965;1186.0;3000620000000;4;1;83.0
09:12:33;-0.956827;51452408;;3000620000000;4;0;158.0
15:33:39;-0.947501;51449547;;3000620000000;4;0;91.0
14:49:22;-0.942446;51454077;;3000620000000;4;0;141.0
19:09:45;-0.951096;51448692;;3000620000000;9;0;
07:58:35;-1011596;51459212;;3000620000000;4;0;85.0
17:14:04;-0.919488;51436438;;3000620000000;4;0;78.0
22:19:35;-0.973416;51456840;;3000620000000;4;0;46.0
07:09:12;-0.942105;51454069;;3000620000000;4;0;185.0
20:43:08;-0.972010;51460528;;3000620000000;9;0;
14:30:31;-0.975543;51455736;;3000620000000;9;0;
13:52:36;-0.995791;51459338;;3000620000000;9;0;
22:24:31;-0.972193;51457884;;3000620000000;4;0;41.0
12:33:53;-0.975905;51432515;;3000620000000;9;0;
15:04:32;-0.968429;51454912;;3000620000000;4;0;117.0
16:23:15;-0.947598;51450293;237.0;3000620000000;4;1;135.0
15:22:00;-0.958844;51431294;;3000620000000;4;0;229.0
15:53:43;-0.952516;51452138;;3000620000000;4;0;96.0
19:13:47;-0.965583;51459612;1198.0;3000620000000;4;1;70.0
14:38:54;-0.959653;51445521;;3000620000000;4;0;185.0
08:46:47;-0.924714;51426026;;3000620000000;9;0;
15:02:26;-0.952975;51452146;;3000620000000;9;0;
08:42:07;-0.986307;51446031;;3000620000000;9;0;
15:56:39;-0.971634;51457949;;3000620000000;4;0;223.0
23:32:03;-0.918024;51440897;;3000620000000;4;0;82.0
22:02:00;-0.960945;51452264;;3000620000000;9;0;
14:29:07;-0.931219;51446663;;3000620000000;4;0;226.0
16:13:44;-0.950443;51451367;1017.0;3000620000000;4;1;212.0
22:18:03;-0.890082;51420142;;3000620000000;9;0;
23:04:44;-0.966529;51454694;;3000620000000;9;0;
22:52:14;-0.935950;51449783;;3000620000000;9;0;
23:22:18;-0.946473;51454793;;3000620000000;4;0;157.0
08:24:39;-0.953481;51416397;;3000620000000;9;0;
00:07:27;-0.914230;51441508;;3000620000000;4;0;38.0
14:44:48;-0.976013;51456230;837.0;3000620000000;4;1;51.0
09:07:06;-0.989201;51472551;;3000620000000;4;0;186.0
03:56:15;-0.978309;51461451;;3000620000000;4;0;84.0
09:25:58;-0.960131;51451784;;3000620000000;9;0;
17:09:04;-0.952975;51452146;;3000620000000;4;0;223.0
08:41:03;-0.924714;51426026;;3000620000000;9;0;
09:17:39;-0.969275;51447783;;3000620000000;4;0;30.0
15:35:36;-0.955982;51459724;;3000620000000;4;0;23.0
08:28:46;-0.974268;51475311;;3000620000000;9;0;
21:26:50;-0.980209;51453444;;3000620000000;9;0;
08:46:57;-0.986307;51446031;;3000620000000;4;0;10.0
08:30:23;-0.953481;51416397;;3000620000000;4;0;10.0
22:43:27;-0.959654;51472752;;3000620000000;4;0;183.0
17:46:41;-0.941853;51412214;;3000620000000;9;0;
16:25:55;-0.941281;51455195;60.0;3000620000000;4;1;205.0
09:06:08;-0.999031;51447941;417.0;3000620000000;4;1;134.0
14:09:59;-0.955919;51450956;;3000620000000;4;0;88.0
17:37:05;-0.972046;51457949;;3000620000000;9;0;
08:38:38;-0.994867;51458658;;3000620000000;9;0;
08:40:06;-0.974268;51475311;;3000620000000;9;0;
07:59:45;-0.982097;51480565;;3000620000000;9;0;
18:55:15;-0.911429;51473129;;3000620000000;9;0;
11:16:58;-0.956437;51451732;237.0;3000620000000;4;1;56.0
23:22:28;-0.972482;51458324;;3000620000000;4;0;108.0
15:54:04;-0.970124;51455152;;3000620000000;4;0;229.0
21:38:20;-0.963062;51454984;;3000620000000;4;0;70.0
23:57:42;-0.952027;51451726;;3000620000000;9;0;
08:23:55;-0.953786;51470904;;3000620000000;9;0;
08:39:24;-0.994204;51451100;;3000620000000;9;0;
23:02:06;-1015463;51462013;;3000620000000;4;0;55.0
22:25:16;-0.971835;51457969;;3000620000000;4;0;91.0
23:03:27;-0.968510;51453905;;3000620000000;9;0;
08:14:43;-0.952017;51469998;;3000620000000;9;0;
08:37:41;-0.974268;51475311;;3000620000000;4;0;117.0
13:39:47;-0.969255;51455798;958.0;3000620000000;4;1;129.0
14:51:56;-0.942446;51454077;;3000620000000;9;0;
15:59:34;-0.959613;51459486;;3000620000000;9;0;
15:35:56;-0.952595;51452212;;3000620000000;4;0;212.0
21:04:04;-0.950927;51446572;;3000620000000;4;0;13.0
08:39:44;-0.986307;51446031;;3000620000000;4;0;536.0
08:01:02;-0.964913;51440690;;3000620000000;9;0;
08:49:09;-0.995389;51450311;;3000620000000;9;0;
14:27:35;-0.975312;51455673;;3000620000000;4;0;113.0
23:09:01;-0.966529;51454694;;3000620000000;4;0;141.0
22:17:13;-0.990321;51451798;;3000620000000;4;0;191.0
16:39:13;-0.937536;51449022;;3000620000000;9;0;
08:30:44;-0.984559;51474495;;3000620000000;4;0;80.0
02:51:56;-0.973109;51454132;1132.0;3000620000000;4;1;976.0
08:44:11;-0.984559;51474495;;3000620000000;4;0;91.0
15:46:08;-0.952773;51452222;;3000620000000;4;0;36.0
14:22:50;-0.967531;51450499;;3000620000000;4;0;63.0
21:39:45;-0.963288;51454964;;3000620000000;4;0;68.0
16:46:07;-0.969470;51460790;;3000620000000;9;0;
08:38:15;-0.977197;51431071;;3000620000000;4;0;199.0
19:19:42;-0.964285;51445070;;3000620000000;4;0;254.0
14:58:04;-0.971462;51446408;;3000620000000;4;0;95.0
01:19:27;-0.990767;51451039;;3000600000000;9;0;
21:22:21;-0.970753;51432339;;3000600000000;4;0;219.0
00:21:20;-0.976101;51433817;;3000600000000;4;0;12.0
01:08:05;-0.997904;51453654;;3000600000000;4;0;7.0
00:33:55;-0.911482;51457763;;3000600000000;4;0;106.0
02:46:31;-0.968217;51454912;;3000600000000;9;0;
22:28:37;-0.959480;51469167;;3000600000000;9;0;
04:35:09;-0.889486;51427162;;3000600000000;4;0;124.0
00:42:55;-0.997176;51457230;;3000600000000;9;0;
21:33:07;-1046763;51479695;;3000600000000;4;0;48.0
02:33:31;-0.973035;51452271;;3000600000000;9;0;
04:22:35;-0.967047;51444465;;3000600000000;9;0;
17:50:31;-0.960272;51444487;118.0;3000600000000;4;1;226.0
02:08:38;-0.970945;51456634;;3000600000000;4;0;70.0
02:59:34;-0.958563;51453956;;3000600000000;9;0;
03:06:12;-0.981440;51455044;;3000600000000;9;0;
11:56:09;-0.970188;51441892;718.0;3000600000000;4;1;233.0
00:07:44;-0.971296;51458115;;3000600000000;4;0;7.0
00:16:59;-0.976101;51433817;;3000600000000;9;0;
08:53:14;-0.966186;51447033;;3000600000000;9;0;
21:23:14;-0.976486;51446038;;3000600000000;9;0;
21:46:20;-0.973398;51458384;;3000600000000;4;0;7.0
00:51:05;-0.951214;51430944;;3000600000000;9;0;
21:48:50;-0.945372;51446300;;3000600000000;9;0;
03:03:50;-0.958563;51453956;;3000600000000;9;0;
21:19:07;-0.976486;51446038;;3000600000000;9;0;
01:53:27;-0.972046;51457948;;3000600000000;4;0;67.0
03:09:52;-0.966745;51453236;;3000600000000;9;0;
02:58:07;-0.968313;51454997;;3000600000000;4;0;87.0
22:59:01;-0.964913;51440690;;3000630000000;4;0;12.0
08:10:47;-0.977197;51431071;;3000630000000;4;0;196.0
14:26:50;-0.981284;51453329;297.0;3000630000000;4;1;33.0
08:48:29;-0.968195;51452036;;3000630000000;9;0;
21:28:03;-0.991101;51457158;;3000630000000;9;0;
03:11:27;-0.973688;51456641;;3000630000000;9;0;
08:28:04;-0.965696;51439574;;3000630000000;4;0;94.0
08:14:42;-0.977390;51430398;;3000630000000;9;0;
20:47:41;-0.973584;51456815;60.0;3000630000000;4;1;71.0
09:02:42;-0.992133;51447436;;3000630000000;9;0;
07:44:53;-0.971485;51449221;;3000630000000;4;0;8.0
08:21:23;-0.974997;51451879;;3000630000000;4;0;235.0
18:41:10;-0.962612;51419406;359.0;3000630000000;4;1;15.0
07:23:32;-0.960056;51468619;1138.0;3000630000000;4;1;104.0
17:22:23;-0.955672;51453561;777.0;3000630000000;4;1;652.0
08:47:04;-0.947410;51447532;239.0;3000630000000;4;1;104.0
08:55:44;-0.957923;51441124;;3000630000000;4;0;7.0
08:13:45;-1017118;51447847;;3000630000000;9;0;
06:59:10;-0.923273;51449795;358.0;3000630000000;4;1;36.0
13:04:17;-0.963172;51454195;;3000630000000;4;0;22.0
08:43:43;-0.956226;51453447;;3000630000000;9;0;
20:15:27;-0.947218;51449748;;3000630000000;9;0;
08:36:39;-0.984550;51422450;;3000630000000;4;0;131.0
08:00:29;-0.977197;51431071;;3000630000000;4;0;52.0
21:10:15;-0.970779;51468122;;3000630000000;4;0;8.0
12:48:31;-0.978916;51456173;777.0;3000630000000;4;1;91.0
08:14:44;-0.940321;51421571;;3000630000000;9;0;
15:57:22;-0.956984;51457303;721.0;3000630000000;4;1;101.0
08:54:07;-0.951437;51446802;839.0;3000630000000;4;1;79.0
17:25:20;-0.949614;51449676;;3000630000000;4;0;102.0
14:48:37;-0.971275;51468651;234.0;3000630000000;4;1;154.0
03:14:15;-0.972605;51456805;;3000630000000;9;0;
17:17:50;-0.955500;51453015;;3000630000000;4;0;139.0
06:07:26;-0.949363;51447897;;3000630000000;4;0;107.0
07:45:21;-0.971485;51449221;;3000630000000;4;0;151.0
03:07:11;-0.973688;51456641;;3000630000000;9;0;
03:13:35;-0.924583;51463040;;3000630000000;4;0;138.0
12:35:58;-0.977600;51449885;477.0;3000630000000;4;1;973.0
08:57:43;-0.994204;51451100;;3000630000000;9;0;
09:10:10;-0.978064;51448236;;3000630000000;4;0;131.0
08:55:21;-0.951450;51446812;60.0;3000630000000;4;1;368.0
09:08:48;-0.978076;51448236;1139.0;3000630000000;4;1;61.0
07:07:14;-0.999961;51453487;478.0;3000630000000;4;1;640.0
08:50:56;-0.942711;51446215;;3000630000000;4;0;180.0
08:21:58;-0.966757;51440632;777.0;3000630000000;4;1;195.0
08:27:29;-0.974997;51451879;;3000630000000;9;0;
07:19:44;-0.956825;51449807;779.0;3000630000000;4;1;32.0
09:01:10;-0.924714;51426026;118.0;3000630000000;4;1;376.0
03:22:02;-0.974055;51456562;;3000630000000;4;0;137.0
23:11:48;-0.967724;51458256;238.0;3000630000000;4;1;445.0
02:37:39;-0.971735;51456830;;3000630000000;4;0;47.0
08:29:04;-0.959071;51456109;;3000630000000;4;0;15.0
17:24:53;-0.913402;51466093;;3000630000000;9;0;
09:06:27;-0.951451;51446804;;3000630000000;4;0;10.0
08:58:24;-0.992133;51447436;;3000630000000;9;0;
08:22:36;-0.916708;51439852;;3000630000000;9;0;
06:11:17;-0.917800;51440961;539.0;3000630000000;4;1;65.0
08:49:07;-0.947410;51447532;839.0;3000630000000;4;1;73.0
17:49:02;-0.968730;51421121;;3000630000000;4;0;110.0
11:26:29;-0.891935;51446036;;3000630000000;4;0;58.0
07:44:05;-0.966529;51454694;;3000630000000;4;0;276.0
20:52:56;-0.973400;51456743;118.0;3000630000000;4;1;25.0
19:16:02;-0.950008;51448715;;3000630000000;9;0;
12:50:19;-0.978916;51456173;;3000630000000;4;0;65.0
08:19:12;-0.958554;51459527;;3000630000000;9;0;
08:49:13;-0.956226;51453447;;3000630000000;9;0;
19:47:38;-0.970779;51468122;;3000630000000;4;0;104.0
08:55:57;-0.971335;51468913;;3000630000000;9;0;
20:44:19;-0.971135;51456443;;3000630000000;4;0;113.0
17:27:05;-0.969470;51460790;;3000630000000;9;0;
08:58:34;-0.991417;51423209;;3000630000000;9;0;
03:13:33;-0.972290;51456755;;3000630000000;9;0;
08:50:08;-0.980515;51455632;957.0;3000630000000;4;1;47.0
13:28:12;-0.985736;51447315;418.0;3000630000000;4;1;130.0
00:57:54;-0.946496;51444481;;3000630000000;4;0;106.0
00:43:45;-0.956142;51442882;293.0;3000630000000;4;1;312.0
21:49:55;-0.974735;51454823;;3000630000000;4;0;41.0
08:48:17;-0.957923;51441124;839.0;3000630000000;4;1;356.0
08:53:18;-0.994204;51451100;;3000630000000;9;0;
08:12:29;-0.970583;51421262;;3000630000000;9;0;
19:00:52;-0.944899;51455781;;3000630000000;9;0;
07:24:32;-0.952635;51456178;957.0;3000630000000;4;1;28.0
07:06:34;-0.960056;51468619;298.0;3000630000000;4;1;639.0
08:16:36;-1008336;51439650;;3000630000000;4;0;80.0
03:10:25;-0.973596;51456757;;3000630000000;9;0;
07:22:21;-0.977608;51454472;;3000630000000;4;0;121.0
17:14:58;-0.977396;51442775;;3000630000000;4;0;38.0
08:12:34;-0.946583;51448345;;3000630000000;9;0;
08:34:23;-0.977636;51430590;1018.0;3000630000000;4;1;64.0
03:13:54;-0.972290;51456755;;3000630000000;9;0;
15:42:16;-0.922114;51451058;538.0;3000630000000;4;1;37.0
15:07:12;-0.944244;51430601;;3000630000000;4;0;176.0
22:46:43;-1018474;51451805;;3000630000000;9;0;
09:37:14;-0.999931;51452184;418.0;3000630000000;4;1;224.0
19:12:48;-0.964684;51453848;;3000630000000;9;0;
20:51:30;-0.973400;51456743;60.0;3000630000000;4;1;80.0
08:14:04;-0.978916;51456173;;3000590000000;4;0;184.0
03:43:00;-1037583;51452972;;3000590000000;9;0;
08:02:00;-0.989201;51472551;;3000590000000;9;0;
20:54:05;-0.984194;51454005;;3000590000000;9;0;
08:25:34;-0.972710;51448357;;3000590000000;4;0;138.0
21:23:23;-0.968731;51453887;;3000590000000;4;0;59.0
19:37:19;-0.978824;51456116;238.0;3000590000000;4;1;227.0
07:34:12;-0.975405;51430809;418.0;3000590000000;4;1;67.0
08:19:12;-0.971858;51456821;;3000590000000;4;0;128.0
15:10:27;-0.947240;51442139;297.0;3000590000000;4;1;45.0
20:56:05;-0.976053;51455937;;3000590000000;9;0;
15:31:25;-0.959613;51459486;116.0;3000590000000;4;1;22.0
08:40:18;-0.972714;51455866;;3000590000000;9;0;
13:10:50;-0.946267;51442028;598.0;3000590000000;4;1;95.0
21:55:10;-0.945312;51446212;;3000590000000;4;0;65.0
00:11:47;-0.975528;51456862;117.0;3000590000000;4;1;323.0
03:35:49;-0.963591;51444355;;3000590000000;9;0;
22:52:27;-0.951744;51451312;179.0;3000590000000;4;1;72.0
21:01:43;-0.949824;51445584;;3000590000000;4;0;74.0
08:11:35;-0.978916;51456173;897.0;3000590000000;4;1;132.0
08:20:18;-0.941577;51455361;;3000590000000;4;0;117.0
10:43:25;-0.969663;51430557;;3000590000000;9;0;
07:24:51;-0.991569;51451489;537.0;3000590000000;4;1;470.0
10:38:32;-0.946023;51446669;177.0;3000590000000;4;1;29.0
09:00:25;-0.999031;51447941;;3000590000000;9;0;
08:01:21;-0.976109;51465862;;3000590000000;9;0;
21:03:26;-0.976053;51455937;;3000590000000;4;0;62.0
08:16:00;-0.958621;51459510;;3000590000000;4;0;213.0
08:57:31;-0.978230;51454575;778.0;3000590000000;4;1;170.0
21:19:03;-0.948749;51440234;;3000590000000;9;0;
07:59:03;-0.938613;51448696;958.0;3000590000000;4;1;171.0
06:31:38;-0.998634;51445435;;3000590000000;9;0;
08:20:04;-0.958621;51459510;;3000590000000;4;0;236.0
08:11:59;-0.978128;51454907;;3000590000000;9;0;
08:33:20;-0.958621;51459510;897.0;3000590000000;4;1;1070.0
21:23:26;-0.948749;51440234;;3000590000000;4;0;54.0
13:45:40;-0.963292;51454987;238.0;3000590000000;4;1;131.0
08:09:43;-0.989201;51472551;;3000590000000;9;0;
07:23:25;-0.958841;51459744;717.0;3000590000000;4;1;289.0
08:55:37;-0.978230;51454575;596.0;3000590000000;4;1;108.0
03:30:05;-0.963689;51444463;;3000590000000;9;0;
22:31:23;-0.947609;51445345;479.0;3000590000000;4;1;63.0
16:11:27;-0.979302;51471700;;3000590000000;9;0;
19:47:30;-0.969326;51433188;;3000590000000;4;0;128.0
08:21:01;-0.972710;51448357;;3000590000000;9;0;
16:18:40;-0.966937;51453089;178.0;3000590000000;4;1;10.0
06:52:15;-0.934272;51426804;;3000590000000;9;0;
08:39:23;-0.948220;51444875;838.0;3000590000000;4;1;104.0
20:50:11;-0.984194;51454005;;3000590000000;4;0;117.0
07:40:08;-0.955889;51453363;;3000590000000;9;0;
19:44:14;-0.969202;51433169;;3000590000000;4;0;120.0
23:07:31;-1032645;51461214;;3000590000000;9;0;
14:40:55;-0.894507;51444147;658.0;3000590000000;4;1;40.0
14:04:31;-0.956200;51453483;60.0;3000590000000;4;1;140.0
16:51:51;-0.961434;51466299;359.0;3000590000000;4;1;685.0
06:05:07;-0.945073;51445030;;3000590000000;9;0;
08:22:40;-0.958621;51459510;;3000590000000;9;0;
12:11:39;-0.935261;51448991;358.0;3000590000000;4;1;22.0
03:39:55;-0.966953;51442803;;3000590000000;9;0;
07:28:32;-0.958841;51459744;657.0;3000590000000;4;1;55.0
07:17:48;-0.991569;51451489;;3000590000000;4;0;198.0
17:39:55;-0.956437;51451732;898.0;3000590000000;4;1;89.0
23:03:05;-0.951614;51451323;;3000590000000;4;0;25.0
07:55:18;-0.967327;51449395;177.0;3000590000000;4;1;25.0
02:14:28;-0.947315;51444300;;3000590000000;9;0;
04:57:43;-0.935599;51457324;;3000590000000;9;0;
15:34:10;-0.973295;51469654;;3000590000000;4;0;6.0
23:02:15;-0.951614;51451323;;3000590000000;9;0;
08:18:46;-0.978202;51455502;;3000590000000;9;0;
08:16:28;-0.972710;51448357;;3000590000000;9;0;
17:29:59;-0.969513;51455907;118.0;3000590000000;4;1;227.0
21:13:04;-0.975531;51456760;;3000590000000;9;0;
08:21:50;-0.976418;51466233;591.0;3000590000000;4;1;64.0
08:24:56;-0.946245;51451691;;3000590000000;4;0;188.0
04:57:53;-0.935599;51457324;;3000590000000;9;0;
23:07:22;-0.946980;51444158;;3000590000000;9;0;
22:12:11;-0.976473;51467006;;3000590000000;4;0;446.0
21:03:05;-0.949824;51445584;;3000590000000;4;0;140.0
08:06:35;-0.989201;51472551;;3000590000000;4;0;205.0
17:55:36;-0.969421;51455076;178.0;3000590000000;4;1;29.0
20:58:11;-0.984194;51454005;60.0;3000590000000;4;1;405.0
02:26:23;-0.969582;51451689;239.0;3000560000000;4;1;497.0
08:34:46;-0.986445;51445740;898.0;3000560000000;4;1;247.0
08:15:14;-0.940321;51421571;;3000560000000;9;0;
10:58:27;-0.955580;51453493;358.0;3000560000000;4;1;37.0
07:07:44;-0.953193;51471424;;3000560000000;4;0;87.0
08:12:04;-1005047;51452372;;3000560000000;4;0;61.0
17:26:21;-0.986476;51420283;;3000560000000;9;0;
08:32:38;-0.994204;51451100;;3000560000000;4;0;105.0
08:37:39;-0.977197;51431071;;3000560000000;4;0;214.0
17:37:52;-0.955054;51443794;1079.0;3000560000000;4;1;270.0
21:17:35;-0.932439;51448498;346.0;3000560000000;4;1;201.0
19:29:12;-0.950201;51449611;;3000560000000;4;0;10.0
18:13:12;-0.884148;51429545;;3000560000000;4;0;14.0
23:12:33;-1003067;51447305;179.0;3000560000000;4;1;17.0
17:31:04;-0.986476;51420283;;3000560000000;4;0;93.0
17:10:21;-0.954842;51416300;;3000560000000;4;0;96.0
08:04:41;-0.977892;51474218;;3000560000000;9;0;
10:14:32;-0.947803;51479897;;3000560000000;4;0;132.0
08:18:20;-1013375;51440823;;3000560000000;9;0;
08:10:16;-1000024;51453667;;3000560000000;9;0;
08:02:39;-0.982094;51449709;779.0;3000560000000;4;1;35.0
08:07:45;-0.978202;51455502;;3000560000000;4;0;302.0
16:50:56;-0.959088;51419628;838.0;3000560000000;4;1;37.0
08:08:45;-0.956863;51452434;;3000560000000;4;0;52.0
19:15:31;-0.967954;51440462;;3000560000000;9;0;
